shock	Subjects received a small electric shock when they made the wrong response .	(35, 40)	It came as a shock to learn that he was injured .	(13, 18)
end	The end of the year .	(4, 7)	One end of the box was marked ` This side up ' .	(4, 7)
quality	This school is well-known for having teachers of high quality .	(54, 61)	Quality of life is usually determined by health , education , and income .	(0, 7)
cast	Who cast this beautiful movie ?	(4, 8)	Cast a vote .	(0, 4)
get	We 'll get them !	(7, 10)	She did n't get the joke .	(12, 15)
hold	To hold true .	(3, 7)	Hold that position behind the trees !	(0, 4)
pay	Crime does n't pay .	(15, 18)	It pays to go through the trouble .	(3, 7)
smile	She had a smile on her face .	(10, 15)	He always puts a smile on my face .	(17, 22)
age	It 's been an age since we last saw you .	(14, 17)	It was replaced because of its age .	(31, 34)
glimpse	From the window he could catch a glimpse of the lake .	(33, 40)	I only got a glimpse of the car , so I can tell you the colour but not the registration number .	(13, 20)
open	Open a business .	(0, 4)	The door opened .	(9, 15)
product	That store offers a variety of products .	(31, 39)	The product of 2 and 3 is 6 .	(4, 11)
change	She brought a change in her overnight bag .	(14, 20)	The product is undergoing a change in order to improve it .	(28, 34)
lie	Do n't lie to your parents .	(7, 10)	The snow lies on the roof . 	(9, 13)
demand	I demand an explanation .	(2, 8)	This position demands a lot of personal sacrifice .	(14, 21)
art	He said that architecture is the art of wasting space beautifully .	(33, 36)	How great thou art !	(15, 18)
line	A dedicated line .	(12, 16)	The letter consisted of three short lines .	(36, 41)
check	Please check each name on the list .	(7, 12)	She checked for an instant and missed a step .	(4, 11)
lead	A good lead for a job .	(7, 11)	They did n't follow our lead .	(24, 28)
get	The operator could n't get Kobe because of the earthquake .	(23, 26)	What did you get at the toy store ?	(13, 16)
roll	Roll your hair around your finger .	(0, 4)	The thunder rolled .	(12, 18)
invitation	She threw the invitation away .	(14, 24)	She was an invitation to trouble .	(11, 21)
figure	He cut a fine figure .	(14, 20)	He cut a sorry figure standing there in the rain .	(15, 21)
go	This violinist is as good as Juilliard-trained violinists go .	(58, 60)	It 's your turn ; go .	(18, 20)
chromosome	Humans have 22 chromosome pairs plus two sex chromosomes .	(15, 25)	There have been documented cases of morphologically male transgenders having XX chromosomes .	(80, 91)
action	The Union action of emancipating Southern slaves .	(10, 16)	Recent federal action undermined the segregationist position .	(15, 21)
drift	Drift the cattle herds westwards .	(0, 5)	The balloon was drifting in the breeze .	(16, 24)
work	This old radio does n't work anymore .	(24, 28)	This pilot works the controls .	(11, 16)
coverage	The enemy fire is increasing – can we get some immediate coverage from those bunkers ?	(57, 65)	There are overlapping coverages on your insurance policies .	(22, 31)
raise	Raise Cain .	(0, 5)	Raise the roof .	(0, 5)
lift	Lift an embargo .	(0, 4)	Lift potatoes .	(0, 4)
chain	The third link of the silver chain needs to be resoldered .	(29, 34)	The chain of command .	(4, 9)
number	The number of parameters is small .	(4, 10)	He had a number of chores to do .	(9, 15)
know	I know that I left the key on the table .	(2, 6)	Galileo knew that the earth moves around the sun .	(8, 12)
crash	Let 's crash the party !	(7, 12)	The economy crashed .	(12, 19)
one	This is the one I ordered .	(12, 15)	He is the best one .	(15, 18)
distance	If that happens it will be at some distance in the future .	(35, 43)	At a distance of ten years he had forgotten many of the details .	(5, 13)
rub	Rub oil into her skin .	(0, 3)	The cat rubbed itself against my leg .	(8, 14)
draw	Draw a conclusion .	(0, 4)	I draw a line here .	(2, 6)
dress	We had to dress quickly .	(10, 15)	Marlene dressed the baby .	(8, 15)
quality	The quality of students has risen .	(4, 11)	Quality of life is usually determined by health , education , and income .	(0, 7)
patch	A cabbage patch .	(10, 15)	Does n't that patch of clouds looks like a bunny ?	(14, 19)
swing	The soccer player began to swing at the referee .	(27, 32)	This action swung many votes over to his side .	(12, 17)
gather	Gather some stones .	(0, 6)	If you want to emphasise the shape , it is possible to gather the waistline .	(55, 61)
narrowness	The attraction of the book is precisely its narrowness of focus .	(44, 54)	Frustrated by the narrowness of people 's horizons .	(18, 28)
number	In English the subject and the verb must agree in number .	(50, 56)	I hope to become one of their number before I die .	(30, 36)
pay	You 'll pay for this !	(8, 11)	You 'll pay for this opinion later .	(8, 11)
rub	Rub my hands .	(0, 3)	Rub oil into her skin .	(0, 3)
run	The defensive line braced to stop the run .	(38, 41)	The team enjoyed a brief run of victories .	(25, 28)
touch	Can he reach ? " " The chair must not touch the wall .	(38, 43)	Their hands touched .	(12, 19)
advance	Can you advance me some money ?	(8, 15)	To advance one 's interests .	(3, 10)
form	Sculpture is a form of art .	(15, 19)	To apply for the position , complete the application form .	(53, 57)
go	Messages must go through diplomatic channels .	(14, 16)	The speech has to go through several more drafts .	(18, 20)
finish	His best finish in a major tournament was third .	(9, 15)	It was a fight to the finish .	(22, 28)
head	A reduction in the assessment per head of sheep .	(34, 38)	He was at the head of the column .	(14, 18)
range	He dreamed of a home on the range .	(28, 33)	They used to drive the cattle across the open range every spring .	(46, 51)
run	Run a new program on the Mac .	(0, 3)	Do n't run that software unless you have permission . ' .	(7, 10)
land	They come from a faraway land .	(25, 29)	He returned to the land of his birth .	(19, 23)
break	Nobody can break out -- this prison is high security .	(11, 16)	Three inmates broke jail .	(14, 19)
reduce	Reduce a problem to a single question .	(0, 6)	Reduce one 's standard of living .	(0, 6)
bank	The pilot had to bank the aircraft .	(17, 21)	Bank a fire .	(0, 4)
splash	I heard a splash when the rock landed in the pond .	(10, 16)	He made a great splash and then disappeared .	(16, 22)
check	Check the time of the class .	(0, 5)	Check the oil in your car once a month .	(0, 5)
give	Give the orders .	(0, 4)	The French doors give onto a terrace .	(17, 21)
develop	Develop land .	(0, 7)	The country developed its natural resources .	(12, 21)
rearrange	Please rearrange these files .	(7, 16)	Rearrange the furniture in my room .	(0, 9)
art	Art does not need to be innovative to be good .	(0, 3)	It 's quite an art .	(15, 18)
see	I went to see my friend Mary the other day .	(10, 13)	This program will be seen all over the world .	(21, 25)
business	Show me where the business was today .	(18, 26)	Business has been slow lately .	(0, 8)
carry	Put down 5 and carry 2 .	(15, 20)	This paper carries a restaurant review .	(11, 18)
sing	I really want to sing in the school choir . said Vera .	(17, 21)	My brother sings very well .	(11, 16)
job	The job of repairing the engine took several hours .	(4, 7)	I 've got a job for you - could you wash the dishes ?	(12, 15)
give	Give a course .	(0, 4)	She gave the boy a good spanking .	(4, 8)
time	We had a wonderful time at the party .	(19, 23)	I did n't have time to finish .	(15, 19)
title	He looked for books with the word ` jazz ' in the title .	(50, 55)	I can never remember movie titles .	(27, 33)
exercise	Some parents exercise their infants .	(13, 21)	This puzzle will exercise your mind .	(17, 25)
carry	These bonds carry warrants .	(12, 17)	The restaurant carries an unusual name .	(15, 22)
language	He recorded the spoken language of the streets .	(23, 31)	He uttered harsh language .	(17, 25)
track	Track a missile .	(0, 5)	I tracked prints .	(2, 9)
polish	Polish my shoes .	(0, 6)	He polished up the chrome until it gleamed .	(3, 11)
product	This is a product of lime and nitric acid .	(10, 17)	His reaction was the product of hunger and fatigue .	(21, 28)
come	Come into the room .	(0, 4)	The first success came three days later .	(18, 22)
check	Check the brakes .	(0, 5)	I will check up on the car tomorrow .	(7, 12)
control	The control condition was inappropriate for the conclusions he wished to draw .	(4, 11)	I turned the controls over to her .	(13, 21)
give	Give priority to .	(0, 4)	The French doors give onto a terrace .	(17, 21)
call	He heard the phone ringing but did n't want to take the call .	(56, 60)	He placed a phone call to London .	(18, 22)
move	We must move quickly .	(8, 12)	Come on guys , let 's move : there 's work to do !	(22, 26)
know	I know the feeling !	(2, 6)	Have you ever known hunger ?	(14, 19)
hegemony	The consolidation of the United States ' hegemony over a new international economic system .	(41, 49)	To say they have priority is not to say they have complete hegemony .	(59, 67)
float	Float the plaster .	(0, 5)	The balloon floated off into the distance .	(12, 19)
make	Make a move .	(0, 4)	They make a cute couple .	(5, 9)
play	Play a hooked fish .	(0, 4)	He played $ 20 on the new horse .	(3, 9)
get	Where did she get these news ?	(14, 17)	You can not get water out of a stone .	(12, 15)
run	His daily run keeps him fit .	(10, 13)	He broke into a run .	(16, 19)
know	I know your mother , but I 've never met your father .	(2, 6)	I know this voice !	(2, 6)
practice	I took over his practice when he retired .	(16, 24)	It is not the local practice to wear shorts to dinner .	(20, 28)
inwardness	Inwardness is what an Englishman quite simply has , painlessly , as a birthright .	(0, 10)	Socrates ' inwardness , integrity , and inquisitiveness"- H.R.Finch .	(11, 21)
admit	To admit a serious thought into the mind .	(3, 8)	To admit evidence in the trial of a cause .	(3, 8)
date	His date never stopped talking .	(4, 8)	We have n't heard from them to date .	(31, 35)
feast	We had a feast to celebrate the harvest .	(9, 14)	The Thanksgiving feast .	(17, 22)
section	A section of a fishing rod .	(2, 9)	The finance section of the company .	(12, 19)
tramp	A homeless tramp .	(11, 16)	The tramp of military boots .	(4, 9)
life	The battery had a short life .	(24, 28)	He lived a long and happy life .	(26, 30)
make	Make an estimate .	(0, 4)	Can you make me an omelette ?	(8, 12)
run	The sale will run for ten days .	(14, 17)	They ran twenty blood tests on me and they still do n't know what 's wrong .	(5, 8)
break	Break the cycle of poverty .	(0, 5)	The first winter storm broke over New York .	(23, 28)
notice	A notice of sale .	(2, 8)	He took no notice of the changes , and went on as though nothing had happened .	(11, 17)
tomorrow	Everyone hopes for a better tomorrow .	(28, 36)	Tomorrow 's world .	(0, 8)
break	Break a promise .	(0, 5)	The surf broke .	(9, 14)
master	A master of the violin .	(2, 8)	One of the old masters .	(15, 22)
mixture	He drank a mixture of beer and lemonade .	(11, 18)	A gradual mixture of cultures .	(10, 17)
keep	Can I keep my old stuffed animals ?	(6, 10)	Keep smiling .	(0, 4)
cut	The glass from the shattered windshield cut into her forehead .	(40, 43)	The new tooth is cutting .	(17, 24)
suffer	I 've been suffering your insults for years .	(11, 20)	He suffered the penalty .	(3, 11)
call	He placed a phone call to London .	(18, 22)	I received several phone calls today .	(25, 30)
service	Service my truck .	(0, 7)	The washing machine needs to be serviced .	(32, 40)
break	I had to break a $ 100 bill just to buy the candy .	(9, 14)	His voice is breaking -- he should no longer sing in the choir .	(13, 21)
make	Make one 's way into the forest .	(0, 4)	Make yourself clear .	(0, 4)
turn	Turn cartwheels .	(0, 4)	Turn a somersault .	(0, 4)
emission	The emission of heat from a fire .	(4, 12)	The emission was mostly blood .	(4, 12)
catch	I have some free time tonight so I think I 'll catch a movie .	(47, 52)	The fashion did not catch .	(20, 25)
repair	To repair a shattered fortune .	(3, 9)	To repair to sanctuary for safety .	(3, 9)
excuse	He 's a sorry excuse of a doctor .	(14, 20)	He had to get his mother to write an excuse for him .	(37, 43)
touch	The local Mafia wo n't touch gambling .	(23, 28)	Are you all right ? You 've hardly touched your lunch .	(35, 42)
dent	It made a dent in my bank account .	(10, 14)	The crash produced a dent in the left side of the car .	(21, 25)
keep	Where do you keep your gardening tools ?	(13, 17)	These potatoes keep for a long time .	(15, 19)
patch	A cabbage patch .	(10, 15)	A briar patch .	(8, 13)
take	Take a risk .	(0, 4)	I 'll take that plate off the table .	(6, 10)
see	I want to see whether she speaks French .	(10, 13)	I saw their laughing and joking .	(2, 5)
place	He overstepped his place .	(19, 24)	It is really not my place to say what is right and wrong in this case .	(20, 25)
hold	The general ordered the colonel to hold his position at all costs .	(35, 39)	He held the governorship for almost a decade .	(3, 7)
